PracticeCode,Sex,Attribute,Value
13660,Male,Ages 25 to 44,588
13660,Male,Ages 45 to 64,727
13660,Male,Ages 65 to 74,268
13660,Male,Ages 75 to 84,143
13660,Male,Ages 85 plus,51
13660,Female,Ages 0 to 4,96
13660,Female,Ages 5 to 14,271
13660,Female,Ages 15 to 24,245
13660,Female,Ages 25 to 44,560
13660,Female,Ages 45 to 64,706
13660,Female,Ages 65 to 74,289
13660,Female,Ages 75 to 84,179
13660,Female,Ages 85 plus,53
13706,Male,Ages 0 to 4,112
13706,Male,Ages 5 to 14,341
13706,Male,Ages 15 to 24,318
13706,Male,Ages 25 to 44,723
13706,Male,Ages 45 to 64,848
13706,Male,Ages 65 to 74,343
13706,Male,Ages 75 to 84,258
13706,Male,Ages 85 plus,58
13706,Female,Ages 0 to 4,99
13706,Female,Ages 5 to 14,306
13706,Female,Ages 15 to 24,283
13706,Female,Ages 25 to 44,684
13706,Female,Ages 45 to 64,840
13706,Female,Ages 65 to 74,381
13706,Female,Ages 75 to 84,267
13706,Female,Ages 85 plus,92
13848,Male,Ages 0 to 4,134
13848,Male,Ages 5 to 14,342
13848,Male,Ages 15 to 24,356
13848,Male,Ages 25 to 44,850
13848,Male,Ages 45 to 64,934
13848,Male,Ages 65 to 74,368
13848,Male,Ages 75 to 84,225
13848,Male,Ages 85 plus,58
13848,Female,Ages 0 to 4,107
13848,Female,Ages 5 to 14,312
13848,Female,Ages 15 to 24,312
13848,Female,Ages 25 to 44,845
13848,Female,Ages 45 to 64,951
13848,Female,Ages 65 to 74,379
13848,Female,Ages 75 to 84,264
13848,Female,Ages 85 plus,116
13891,Male,Ages 0 to 4,220
13891,Male,Ages 5 to 14,493
13891,Male,Ages 15 to 24,513
13891,Male,Ages 25 to 44,1321
13891,Male,Ages 45 to 64,1183
13891,Male,Ages 65 to 74,466
13891,Male,Ages 75 to 84,332
13891,Male,Ages 85 plus,96
13891,Female,Ages 0 to 4,193
13891,Female,Ages 5 to 14,471
13891,Female,Ages 15 to 24,546
13891,Female,Ages 25 to 44,1255
13891,Female,Ages 45 to 64,1310
13891,Female,Ages 65 to 74,585
13891,Female,Ages 75 to 84,388
13891,Female,Ages 85 plus,160
13941,Male,Ages 0 to 4,239
13941,Male,Ages 5 to 14,639
13941,Male,Ages 15 to 24,611
13941,Male,Ages 25 to 44,1425
13941,Male,Ages 45 to 64,1451
13941,Male,Ages 65 to 74,571
13941,Male,Ages 75 to 84,340
13941,Male,Ages 85 plus,103
13941,Female,Ages 0 to 4,218
13941,Female,Ages 5 to 14,590
13941,Female,Ages 15 to 24,555
13941,Female,Ages 25 to 44,1425
13941,Female,Ages 45 to 64,1522
13941,Female,Ages 65 to 74,615
13941,Female,Ages 75 to 84,434
13941,Female,Ages 85 plus,204
13975,Male,Ages 0 to 4,76
13975,Male,Ages 5 to 14,232
13975,Male,Ages 15 to 24,199
13975,Male,Ages 25 to 44,601
13975,Male,Ages 45 to 64,468
13975,Male,Ages 65 to 74,151
13975,Male,Ages 75 to 84,91
13975,Male,Ages 85 plus,26
13975,Female,Ages 0 to 4,75
13975,Female,Ages 5 to 14,210
13975,Female,Ages 15 to 24,199
13975,Female,Ages 25 to 44,520
13975,Female,Ages 45 to 64,444
13975,Female,Ages 65 to 74,173
13975,Female,Ages 75 to 84,107
13975,Female,Ages 85 plus,46
14037,Male,Ages 0 to 4,324
14037,Male,Ages 5 to 14,803
14037,Male,Ages 15 to 24,1019
14037,Male,Ages 25 to 44,1837
14037,Male,Ages 45 to 64,2030
14037,Male,Ages 65 to 74,935
14037,Male,Ages 75 to 84,624
14037,Male,Ages 85 plus,212
14037,Female,Ages 0 to 4,282
14037,Female,Ages 5 to 14,829
14037,Female,Ages 15 to 24,991
14037,Female,Ages 25 to 44,1808
14037,Female,Ages 45 to 64,2230
14037,Female,Ages 65 to 74,1070
14037,Female,Ages 75 to 84,746
14037,Female,Ages 85 plus,361
14249,Male,Ages 0 to 4,166
14249,Male,Ages 5 to 14,409
14249,Male,Ages 15 to 24,392
14249,Male,Ages 25 to 44,1077
14249,Male,Ages 45 to 64,984
14249,Male,Ages 65 to 74,396
14249,Male,Ages 75 to 84,188
14249,Male,Ages 85 plus,47
14249,Female,Ages 0 to 4,163
14249,Female,Ages 5 to 14,406
14249,Female,Ages 15 to 24,357
14249,Female,Ages 25 to 44,1072
14249,Female,Ages 45 to 64,893
14249,Female,Ages 65 to 74,366
14249,Female,Ages 75 to 84,230
14249,Female,Ages 85 plus,82
14291,Male,Ages 0 to 4,164
14291,Male,Ages 5 to 14,502
14291,Male,Ages 15 to 24,509
14291,Male,Ages 25 to 44,1476
14291,Male,Ages 45 to 64,1303
14291,Male,Ages 65 to 74,505
14291,Male,Ages 75 to 84,285
14291,Male,Ages 85 plus,88
14291,Female,Ages 0 to 4,202
14291,Female,Ages 5 to 14,464
14291,Female,Ages 15 to 24,439
14291,Female,Ages 25 to 44,1269
14291,Female,Ages 45 to 64,1270
14291,Female,Ages 65 to 74,508
14291,Female,Ages 75 to 84,384
14291,Female,Ages 85 plus,167
14342,Male,Ages 0 to 4,151
14342,Male,Ages 5 to 14,379
14342,Male,Ages 15 to 24,369
14342,Male,Ages 25 to 44,1003
14342,Male,Ages 45 to 64,867
14342,Male,Ages 65 to 74,301
14342,Male,Ages 75 to 84,205
14342,Male,Ages 85 plus,59
14342,Female,Ages 0 to 4,151
14342,Female,Ages 5 to 14,371
14342,Female,Ages 15 to 24,313
14342,Female,Ages 25 to 44,923
14342,Female,Ages 45 to 64,844
14342,Female,Ages 65 to 74,362
14342,Female,Ages 75 to 84,270
14342,Female,Ages 85 plus,96
14501,Male,Ages 0 to 4,86
14501,Male,Ages 5 to 14,207
14501,Male,Ages 15 to 24,175
14501,Male,Ages 25 to 44,579
14501,Male,Ages 45 to 64,732
14501,Male,Ages 65 to 74,360
14501,Male,Ages 75 to 84,227
14501,Male,Ages 85 plus,97
14501,Female,Ages 0 to 4,61
14501,Female,Ages 5 to 14,167
14501,Female,Ages 15 to 24,177
14501,Female,Ages 25 to 44,542
14501,Female,Ages 45 to 64,740
14501,Female,Ages 65 to 74,397
14501,Female,Ages 75 to 84,263
14501,Female,Ages 85 plus,140
14569,Male,Ages 0 to 4,110
14569,Male,Ages 5 to 14,235
14569,Male,Ages 15 to 24,229
14569,Male,Ages 25 to 44,510
14569,Male,Ages 45 to 64,614
14569,Male,Ages 65 to 74,258
14569,Male,Ages 75 to 84,158
14569,Male,Ages 85 plus,45
14569,Female,Ages 0 to 4,85
14569,Female,Ages 5 to 14,190
14569,Female,Ages 15 to 24,203
14569,Female,Ages 25 to 44,492
14569,Female,Ages 45 to 64,674
14569,Female,Ages 65 to 74,243
14569,Female,Ages 75 to 84,177
14569,Female,Ages 85 plus,68
16013,Male,Ages 0 to 4,71
16013,Male,Ages 5 to 14,186
16013,Male,Ages 15 to 24,182
16013,Male,Ages 25 to 44,473
16013,Male,Ages 45 to 64,568
16013,Male,Ages 65 to 74,238
16013,Male,Ages 75 to 84,123
16013,Male,Ages 85 plus,33
16013,Female,Ages 0 to 4,58
16013,Female,Ages 5 to 14,156
16013,Female,Ages 15 to 24,167
16013,Female,Ages 25 to 44,435
16013,Female,Ages 45 to 64,527
16013,Female,Ages 65 to 74,207
16013,Female,Ages 75 to 84,144
16013,Female,Ages 85 plus,53
16032,Male,Ages 0 to 4,139
16032,Male,Ages 5 to 14,330
16032,Male,Ages 15 to 24,335
16032,Male,Ages 25 to 44,749
16032,Male,Ages 45 to 64,985
16032,Male,Ages 65 to 74,472
16032,Male,Ages 75 to 84,323
16032,Male,Ages 85 plus,78
16032,Female,Ages 0 to 4,135
16032,Female,Ages 5 to 14,352
16032,Female,Ages 15 to 24,289
16032,Female,Ages 25 to 44,707
16032,Female,Ages 45 to 64,1063
16032,Female,Ages 65 to 74,498
16032,Female,Ages 75 to 84,341
16032,Female,Ages 85 plus,133
16047,Male,Ages 0 to 4,27
16047,Male,Ages 5 to 14,63
16047,Male,Ages 15 to 24,77
16047,Male,Ages 25 to 44,126
16047,Male,Ages 45 to 64,284
16047,Male,Ages 65 to 74,134
16047,Male,Ages 75 to 84,101
16047,Male,Ages 85 plus,27
16047,Female,Ages 0 to 4,17
16047,Female,Ages 5 to 14,58
16047,Female,Ages 15 to 24,64
16047,Female,Ages 25 to 44,118
16047,Female,Ages 45 to 64,259
16047,Female,Ages 65 to 74,135
16047,Female,Ages 75 to 84,103
16047,Female,Ages 85 plus,35
16051,Male,Ages 0 to 4,148
16051,Male,Ages 5 to 14,375
16051,Male,Ages 15 to 24,373
16051,Male,Ages 25 to 44,674
16051,Male,Ages 45 to 64,1009
16051,Male,Ages 65 to 74,465
16051,Male,Ages 75 to 84,318
16051,Male,Ages 85 plus,101
16051,Female,Ages 0 to 4,111
16051,Female,Ages 5 to 14,341
16051,Female,Ages 15 to 24,297
16051,Female,Ages 25 to 44,710
16051,Female,Ages 45 to 64,1075
16051,Female,Ages 65 to 74,509
16051,Female,Ages 75 to 84,369
16051,Female,Ages 85 plus,131
16066,Male,Ages 0 to 4,118
16066,Male,Ages 5 to 14,323
16066,Male,Ages 15 to 24,326
16066,Male,Ages 25 to 44,668
16066,Male,Ages 45 to 64,934
16066,Male,Ages 65 to 74,487
16066,Male,Ages 75 to 84,276
16066,Male,Ages 85 plus,72
16066,Female,Ages 0 to 4,130
16066,Female,Ages 5 to 14,360
16066,Female,Ages 15 to 24,281
16066,Female,Ages 25 to 44,667
16066,Female,Ages 45 to 64,935
16066,Female,Ages 65 to 74,471
16066,Female,Ages 75 to 84,300
16066,Female,Ages 85 plus,84
16085,Male,Ages 0 to 4,129
16085,Male,Ages 5 to 14,323
16085,Male,Ages 15 to 24,376
16085,Male,Ages 25 to 44,791
16085,Male,Ages 45 to 64,1022
16085,Male,Ages 65 to 74,498
16085,Male,Ages 75 to 84,376
16085,Male,Ages 85 plus,96
16085,Female,Ages 0 to 4,103
16085,Female,Ages 5 to 14,329
16085,Female,Ages 15 to 24,310
16085,Female,Ages 25 to 44,743
16085,Female,Ages 45 to 64,1091
16085,Female,Ages 65 to 74,572
16085,Female,Ages 75 to 84,403
16085,Female,Ages 85 plus,155
16121,Male,Ages 0 to 4,84
16121,Male,Ages 5 to 14,256
16121,Male,Ages 15 to 24,261
16121,Male,Ages 25 to 44,492
16121,Male,Ages 45 to 64,729
16121,Male,Ages 65 to 74,299
16121,Male,Ages 75 to 84,200
16121,Male,Ages 85 plus,51
16121,Female,Ages 0 to 4,91
16121,Female,Ages 5 to 14,224
16121,Female,Ages 15 to 24,216
16121,Female,Ages 25 to 44,485
16121,Female,Ages 45 to 64,736
16121,Female,Ages 65 to 74,319
16121,Female,Ages 75 to 84,215
16121,Female,Ages 85 plus,89
16136,Male,Ages 0 to 4,212
16136,Male,Ages 5 to 14,552
16136,Male,Ages 15 to 24,521
16136,Male,Ages 25 to 44,1139
16136,Male,Ages 45 to 64,1609
16136,Male,Ages 65 to 74,901
16136,Male,Ages 75 to 84,653
16136,Male,Ages 85 plus,199
16136,Female,Ages 0 to 4,144
16136,Female,Ages 5 to 14,499
16136,Female,Ages 15 to 24,560
16136,Female,Ages 25 to 44,1160
16136,Female,Ages 45 to 64,1819
16136,Female,Ages 65 to 74,941
16136,Female,Ages 75 to 84,720
16136,Female,Ages 85 plus,302
16141,Male,Ages 0 to 4,117
16141,Male,Ages 5 to 14,294
16141,Male,Ages 15 to 24,281
16141,Male,Ages 25 to 44,692
16141,Male,Ages 45 to 64,867
16141,Male,Ages 65 to 74,385
16141,Male,Ages 75 to 84,258
16141,Male,Ages 85 plus,95
16141,Female,Ages 0 to 4,101
16141,Female,Ages 5 to 14,286
16141,Female,Ages 15 to 24,263
16141,Female,Ages 25 to 44,619
16141,Female,Ages 45 to 64,916
16141,Female,Ages 65 to 74,403
16141,Female,Ages 75 to 84,340
16141,Female,Ages 85 plus,125
16160,Male,Ages 0 to 4,89
16160,Male,Ages 5 to 14,352
16160,Male,Ages 15 to 24,371
16160,Male,Ages 25 to 44,611
16160,Male,Ages 45 to 64,891
16160,Male,Ages 65 to 74,350
16160,Male,Ages 75 to 84,233
16160,Male,Ages 85 plus,71
16160,Female,Ages 0 to 4,97
16160,Female,Ages 5 to 14,335
16160,Female,Ages 15 to 24,293
16160,Female,Ages 25 to 44,651
16160,Female,Ages 45 to 64,915
16160,Female,Ages 65 to 74,378
16160,Female,Ages 75 to 84,280
16160,Female,Ages 85 plus,118
16174,Male,Ages 0 to 4,82
16174,Male,Ages 5 to 14,212
16174,Male,Ages 15 to 24,200
16174,Male,Ages 25 to 44,411
16174,Male,Ages 45 to 64,599
16174,Male,Ages 65 to 74,219
16174,Male,Ages 75 to 84,145
16174,Male,Ages 85 plus,37
16174,Female,Ages 0 to 4,71
16174,Female,Ages 5 to 14,239
16174,Female,Ages 15 to 24,205
16174,Female,Ages 25 to 44,438
16174,Female,Ages 45 to 64,621
16174,Female,Ages 65 to 74,239
16174,Female,Ages 75 to 84,151
16174,Female,Ages 85 plus,60
16206,Male,Ages 0 to 4,57
16206,Male,Ages 5 to 14,131
16206,Male,Ages 15 to 24,159
16206,Male,Ages 25 to 44,343
16206,Male,Ages 45 to 64,558
16206,Male,Ages 65 to 74,337
16206,Male,Ages 75 to 84,235
16206,Male,Ages 85 plus,72
16206,Female,Ages 0 to 4,61
16206,Female,Ages 5 to 14,122
16206,Female,Ages 15 to 24,140
16206,Female,Ages 25 to 44,329
16206,Female,Ages 45 to 64,613
16206,Female,Ages 65 to 74,360
16206,Female,Ages 75 to 84,282
16206,Female,Ages 85 plus,111
16211,Male,Ages 0 to 4,122
16211,Male,Ages 5 to 14,315
16211,Male,Ages 15 to 24,294
16211,Male,Ages 25 to 44,686
16211,Male,Ages 45 to 64,879
16211,Male,Ages 65 to 74,375
16211,Male,Ages 75 to 84,245
16211,Male,Ages 85 plus,74
16211,Female,Ages 0 to 4,119
16211,Female,Ages 5 to 14,300
16211,Female,Ages 15 to 24,251
16211,Female,Ages 25 to 44,632
16211,Female,Ages 45 to 64,892
16211,Female,Ages 65 to 74,421
16211,Female,Ages 75 to 84,290
16211,Female,Ages 85 plus,129
16230,Male,Ages 0 to 4,121
16230,Male,Ages 5 to 14,277
16230,Male,Ages 15 to 24,253
16230,Male,Ages 25 to 44,626
16230,Male,Ages 45 to 64,653
16230,Male,Ages 65 to 74,288
16230,Male,Ages 75 to 84,162
16230,Male,Ages 85 plus,42
16230,Female,Ages 0 to 4,98
16230,Female,Ages 5 to 14,270
16230,Female,Ages 15 to 24,254
16230,Female,Ages 25 to 44,670
16230,Female,Ages 45 to 64,657
16230,Female,Ages 65 to 74,309
16230,Female,Ages 75 to 84,205
16230,Female,Ages 85 plus,72
16259,Male,Ages 0 to 4,103
16259,Male,Ages 5 to 14,230
16259,Male,Ages 15 to 24,258
16259,Male,Ages 25 to 44,676
16259,Male,Ages 45 to 64,681
16259,Male,Ages 65 to 74,298
16259,Male,Ages 75 to 84,154
16259,Male,Ages 85 plus,51
16259,Female,Ages 0 to 4,108
16259,Female,Ages 5 to 14,257
16259,Female,Ages 15 to 24,308
16259,Female,Ages 25 to 44,710
16259,Female,Ages 45 to 64,692
16259,Female,Ages 65 to 74,311
16259,Female,Ages 75 to 84,193
16259,Female,Ages 85 plus,87
16282,Male,Ages 0 to 4,60
16282,Male,Ages 5 to 14,160
16282,Male,Ages 15 to 24,151
16282,Male,Ages 25 to 44,353
16282,Male,Ages 45 to 64,499
16282,Male,Ages 65 to 74,200
16282,Male,Ages 75 to 84,136
16282,Male,Ages 85 plus,38
16282,Female,Ages 0 to 4,50
16282,Female,Ages 5 to 14,130
16282,Female,Ages 15 to 24,140
16282,Female,Ages 25 to 44,308
16282,Female,Ages 45 to 64,489
16282,Female,Ages 65 to 74,210
16282,Female,Ages 75 to 84,149
16282,Female,Ages 85 plus,45
16297,Male,Ages 0 to 4,99
16297,Male,Ages 5 to 14,292
16297,Male,Ages 15 to 24,282
16297,Male,Ages 25 to 44,729
16297,Male,Ages 45 to 64,696
16297,Male,Ages 65 to 74,273
16297,Male,Ages 75 to 84,136
16297,Male,Ages 85 plus,40
16297,Female,Ages 0 to 4,100
16297,Female,Ages 5 to 14,264
16297,Female,Ages 15 to 24,310
16297,Female,Ages 25 to 44,651
16297,Female,Ages 45 to 64,667
16297,Female,Ages 65 to 74,282
16297,Female,Ages 75 to 84,179
16297,Female,Ages 85 plus,63
16475,Male,Ages 0 to 4,41
16475,Male,Ages 5 to 14,71
16475,Male,Ages 15 to 24,69
16475,Male,Ages 25 to 44,157
16475,Male,Ages 45 to 64,201
16475,Male,Ages 65 to 74,97
16475,Male,Ages 75 to 84,57
16475,Male,Ages 85 plus,14
16475,Female,Ages 0 to 4,29
16475,Female,Ages 5 to 14,63
16475,Female,Ages 15 to 24,84
16475,Female,Ages 25 to 44,157
16475,Female,Ages 45 to 64,225
16475,Female,Ages 65 to 74,93
16475,Female,Ages 75 to 84,60
16475,Female,Ages 85 plus,21
16507,Male,Ages 0 to 4,116
16507,Male,Ages 5 to 14,366
16507,Male,Ages 15 to 24,314
16507,Male,Ages 25 to 44,718
16507,Male,Ages 45 to 64,883
16507,Male,Ages 65 to 74,483
16507,Male,Ages 75 to 84,287
16507,Male,Ages 85 plus,61
16507,Female,Ages 0 to 4,116
16507,Female,Ages 5 to 14,368
16507,Female,Ages 15 to 24,341
16507,Female,Ages 25 to 44,727
16507,Female,Ages 45 to 64,915
16507,Female,Ages 65 to 74,497
16507,Female,Ages 75 to 84,327
16507,Female,Ages 85 plus,113
16545,Male,Ages 0 to 4,241
16545,Male,Ages 5 to 14,551
16545,Male,Ages 15 to 24,536
16545,Male,Ages 25 to 44,1310
16545,Male,Ages 45 to 64,1646
16545,Male,Ages 65 to 74,761
16545,Male,Ages 75 to 84,500
16545,Male,Ages 85 plus,141
16545,Female,Ages 0 to 4,206
16545,Female,Ages 5 to 14,580
16545,Female,Ages 15 to 24,542
16545,Female,Ages 25 to 44,1275
16545,Female,Ages 45 to 64,1607
16545,Female,Ages 65 to 74,737
16545,Female,Ages 75 to 84,535
16545,Female,Ages 85 plus,230
16550,Male,Ages 0 to 4,94
16550,Male,Ages 5 to 14,320
16550,Male,Ages 15 to 24,265
16550,Male,Ages 25 to 44,462
16550,Male,Ages 45 to 64,750
16550,Male,Ages 65 to 74,295
16550,Male,Ages 75 to 84,163
16550,Male,Ages 85 plus,32
16550,Female,Ages 0 to 4,77
16550,Female,Ages 5 to 14,274
16550,Female,Ages 15 to 24,245
16550,Female,Ages 25 to 44,490
16550,Female,Ages 45 to 64,771
16550,Female,Ages 65 to 74,304
16550,Female,Ages 75 to 84,162
16550,Female,Ages 85 plus,51
16564,Male,Ages 0 to 4,52
16564,Male,Ages 5 to 14,157
16564,Male,Ages 15 to 24,193
16564,Male,Ages 25 to 44,326
16564,Male,Ages 45 to 64,508
16564,Male,Ages 65 to 74,205
16564,Male,Ages 75 to 84,134
16564,Male,Ages 85 plus,52
16564,Female,Ages 0 to 4,57
16564,Female,Ages 5 to 14,148
16564,Female,Ages 15 to 24,165
16564,Female,Ages 25 to 44,307
16564,Female,Ages 45 to 64,506
16564,Female,Ages 65 to 74,220
16564,Female,Ages 75 to 84,165
16564,Female,Ages 85 plus,77
18057,Male,Ages 0 to 4,72
18057,Male,Ages 5 to 14,166
18057,Male,Ages 15 to 24,166
18057,Male,Ages 25 to 44,377
18057,Male,Ages 45 to 64,467
18057,Male,Ages 65 to 74,189
18057,Male,Ages 75 to 84,117
18057,Male,Ages 85 plus,42
18057,Female,Ages 0 to 4,47
18057,Female,Ages 5 to 14,177
18057,Female,Ages 15 to 24,154
18057,Female,Ages 25 to 44,363
18057,Female,Ages 45 to 64,441
18057,Female,Ages 65 to 74,191
18057,Female,Ages 75 to 84,148
18057,Female,Ages 85 plus,53
18095,Male,Ages 0 to 4,93
18095,Male,Ages 5 to 14,278
18095,Male,Ages 15 to 24,255
18095,Male,Ages 25 to 44,476
18095,Male,Ages 45 to 64,601
18095,Male,Ages 65 to 74,285
18095,Male,Ages 75 to 84,181
18095,Male,Ages 85 plus,44
18095,Female,Ages 0 to 4,97
18095,Female,Ages 5 to 14,221
18095,Female,Ages 15 to 24,223
18095,Female,Ages 25 to 44,506
18095,Female,Ages 45 to 64,606
18095,Female,Ages 65 to 74,296
18095,Female,Ages 75 to 84,221
18095,Female,Ages 85 plus,82
18112,Male,Ages 0 to 4,7
18112,Male,Ages 5 to 14,24
18112,Male,Ages 15 to 24,28
18112,Male,Ages 25 to 44,60
18112,Male,Ages 45 to 64,114
18112,Male,Ages 65 to 74,85
18112,Male,Ages 75 to 84,47
18112,Male,Ages 85 plus,8
18112,Female,Ages 0 to 4,10
18112,Female,Ages 5 to 14,28
18112,Female,Ages 15 to 24,25
18112,Female,Ages 25 to 44,54
18112,Female,Ages 45 to 64,129
18112,Female,Ages 65 to 74,63
18112,Female,Ages 75 to 84,36
18112,Female,Ages 85 plus,17
18151,Male,Ages 0 to 4,68
18151,Male,Ages 5 to 14,206
18151,Male,Ages 15 to 24,181
18151,Male,Ages 25 to 44,367
18151,Male,Ages 45 to 64,582
18151,Male,Ages 65 to 74,292
18151,Male,Ages 75 to 84,190
18151,Male,Ages 85 plus,59
18151,Female,Ages 0 to 4,68
18151,Female,Ages 5 to 14,187
18151,Female,Ages 15 to 24,181
18151,Female,Ages 25 to 44,410
18151,Female,Ages 45 to 64,619
18151,Female,Ages 65 to 74,293
18151,Female,Ages 75 to 84,224
18151,Female,Ages 85 plus,91
18184,Male,Ages 0 to 4,128
18184,Male,Ages 5 to 14,361
18184,Male,Ages 15 to 24,324
18184,Male,Ages 25 to 44,730
18184,Male,Ages 45 to 64,883
18184,Male,Ages 65 to 74,454
18184,Male,Ages 75 to 84,286
18184,Male,Ages 85 plus,104
18184,Female,Ages 0 to 4,127
18184,Female,Ages 5 to 14,337
18184,Female,Ages 15 to 24,286
18184,Female,Ages 25 to 44,747
18184,Female,Ages 45 to 64,980
18184,Female,Ages 65 to 74,490
18184,Female,Ages 75 to 84,328
18184,Female,Ages 85 plus,132
18199,Male,Ages 0 to 4,93
18199,Male,Ages 5 to 14,277
18199,Male,Ages 15 to 24,300
18199,Male,Ages 25 to 44,585
18199,Male,Ages 45 to 64,896
18199,Male,Ages 65 to 74,535
18199,Male,Ages 75 to 84,358
18199,Male,Ages 85 plus,97
18199,Female,Ages 0 to 4,89
18199,Female,Ages 5 to 14,285
18199,Female,Ages 15 to 24,244
18199,Female,Ages 25 to 44,596
18199,Female,Ages 45 to 64,931
18199,Female,Ages 65 to 74,579
18199,Female,Ages 75 to 84,405
18199,Female,Ages 85 plus,184
18216,Male,Ages 0 to 4,74
18216,Male,Ages 5 to 14,191
18216,Male,Ages 15 to 24,168
18216,Male,Ages 25 to 44,407
18216,Male,Ages 45 to 64,522
18216,Male,Ages 65 to 74,251
18216,Male,Ages 75 to 84,200
18216,Male,Ages 85 plus,56
18216,Female,Ages 0 to 4,54
18216,Female,Ages 5 to 14,198
18216,Female,Ages 15 to 24,187
18216,Female,Ages 25 to 44,389
18216,Female,Ages 45 to 64,590
18216,Female,Ages 65 to 74,311
18216,Female,Ages 75 to 84,246
18216,Female,Ages 85 plus,95
18235,Male,Ages 0 to 4,28
18235,Male,Ages 5 to 14,86
18235,Male,Ages 15 to 24,85
18235,Male,Ages 25 to 44,158
18235,Male,Ages 45 to 64,315
18235,Male,Ages 65 to 74,148
18235,Male,Ages 75 to 84,95
18235,Male,Ages 85 plus,28
18235,Female,Ages 0 to 4,21
18235,Female,Ages 5 to 14,62
18235,Female,Ages 15 to 24,63
18235,Female,Ages 25 to 44,144
18235,Female,Ages 45 to 64,328
18235,Female,Ages 65 to 74,156
18235,Female,Ages 75 to 84,93
18235,Female,Ages 85 plus,37
18240,Male,Ages 0 to 4,74
18240,Male,Ages 5 to 14,186
18240,Male,Ages 15 to 24,233
18240,Male,Ages 25 to 44,482
18240,Male,Ages 45 to 64,685
18240,Male,Ages 65 to 74,468
18240,Male,Ages 75 to 84,263
18240,Male,Ages 85 plus,69
18240,Female,Ages 0 to 4,71
18240,Female,Ages 5 to 14,186
18240,Female,Ages 15 to 24,213
18240,Female,Ages 25 to 44,411
18240,Female,Ages 45 to 64,721
18240,Female,Ages 65 to 74,425
18240,Female,Ages 75 to 84,319
18240,Female,Ages 85 plus,124
18254,Male,Ages 0 to 4,52
18254,Male,Ages 5 to 14,107
18254,Male,Ages 15 to 24,128
18254,Male,Ages 25 to 44,322
18254,Male,Ages 45 to 64,412
18254,Male,Ages 65 to 74,213
18254,Male,Ages 75 to 84,115
18254,Male,Ages 85 plus,31
18254,Female,Ages 0 to 4,42
18254,Female,Ages 5 to 14,126
18254,Female,Ages 15 to 24,132
18254,Female,Ages 25 to 44,303
18254,Female,Ages 45 to 64,434
18254,Female,Ages 65 to 74,214
18254,Female,Ages 75 to 84,135
18254,Female,Ages 85 plus,52
18273,Male,Ages 0 to 4,107
18273,Male,Ages 5 to 14,368
18273,Male,Ages 15 to 24,362
18273,Male,Ages 25 to 44,823
18273,Male,Ages 45 to 64,980
18273,Male,Ages 65 to 74,373
18273,Male,Ages 75 to 84,215
18273,Male,Ages 85 plus,68
18273,Female,Ages 0 to 4,109
18273,Female,Ages 5 to 14,361
18273,Female,Ages 15 to 24,344
18273,Female,Ages 25 to 44,766
18273,Female,Ages 45 to 64,1032
18273,Female,Ages 65 to 74,427
18273,Female,Ages 75 to 84,314
18273,Female,Ages 85 plus,125
18288,Male,Ages 0 to 4,94
18288,Male,Ages 5 to 14,204
18288,Male,Ages 15 to 24,235
18288,Male,Ages 25 to 44,462
18288,Male,Ages 45 to 64,604
18288,Male,Ages 65 to 74,192
18288,Male,Ages 75 to 84,94
18288,Male,Ages 85 plus,30
18288,Female,Ages 0 to 4,79
18288,Female,Ages 5 to 14,197
18288,Female,Ages 15 to 24,209
18288,Female,Ages 25 to 44,455
18288,Female,Ages 45 to 64,574
18288,Female,Ages 65 to 74,190
18288,Female,Ages 75 to 84,109
18288,Female,Ages 85 plus,47
18305,Male,Ages 0 to 4,219
18305,Male,Ages 5 to 14,484
18305,Male,Ages 15 to 24,498
18305,Male,Ages 25 to 44,1198
18305,Male,Ages 45 to 64,1296
18305,Male,Ages 65 to 74,523
18305,Male,Ages 75 to 84,352
18305,Male,Ages 85 plus,126
18305,Female,Ages 0 to 4,205
18305,Female,Ages 5 to 14,427
18305,Female,Ages 15 to 24,458
18305,Female,Ages 25 to 44,1155
18305,Female,Ages 45 to 64,1371
18305,Female,Ages 65 to 74,552
18305,Female,Ages 75 to 84,452
18305,Female,Ages 85 plus,185
18310,Male,Ages 0 to 4,324
18310,Male,Ages 5 to 14,706
18310,Male,Ages 15 to 24,693
18310,Male,Ages 25 to 44,1785
18310,Male,Ages 45 to 64,1768
18310,Male,Ages 65 to 74,749
18310,Male,Ages 75 to 84,466
18310,Male,Ages 85 plus,147
18310,Female,Ages 0 to 4,307
